69_4_beat1,69_58_beat2,69_2_beat3,69_91_beat4,69_57_beat1
0.0545545221944394,-0.0137877696931331,-0.0327719707709379,-0.032167474156113,
0.0520080146522738,-0.0137000211756716,-0.0341813372312325,-0.0349005264310399,
0.0493999340422693,-0.0135618884908194,-0.0358373835815574,-0.0379590265888025,
0.046763363130994,-0.013418403886981,-0.0377771370871184,-0.0412553734611601,
0.0441315749694179,-0.0133146234868595,-0.040030120943059,-0.0446717712429092,
0.0415366347495633,-0.0132950186416999,-0.0426176907595615,-0.0480632084686361,
0.0390080461804188,-0.0134028059482351,-0.0455523834971533,-0.0512615671928414,
0.0365714976066207,-0.0136792141813517,-0.048837276101989,-0.0540807866647282,
0.0342477602634704,-0.0141626903085918,-0.0524653602130411,-0.0563229688081712,
0.032051786064168,-0.0148880507406403,-0.0564189496285011,-0.0577852744216035,
0.0299920450990353,-0.015885587821828,-0.0606691478962871,-0.0582674200664462,
0.0280701337606241,-0.0171801452006158,-0.0651754134699653,-0.057579547435866,
,,,,-0.267923397080025
,,,,-0.2687409780934932
,,,,-0.2683235635393651
,,,,-0.2666355406163196
,,,,-0.2636607342665403
,,,,-0.2594050726850462
,,,,-0.253898726934709
,,,,-0.2471975609919732
,,,,-0.2393837502837737
,,,,-0.2305654602829613
,,,,-0.2208755205462272
,,,,-0.210469081399655
,,,,-0.1995202970918579
,,,,-0.1882181365682784
,,,,-0.1767614764157563
,,,,-0.1653536753377757
,,,,-0.1541968618720402
,,,,-0.1434861844020731
,,,,-0.1334042737904217
,,,,-0.1241161545692821
,,,,-0.1157648122782176
,,,,-0.1084675850453596
,,,,-0.1023135004756829
,,,,-0.0973616283768082
,,,,-0.0936404697701856
,,,,-0.0911483562899797
,,,,-0.0898547937419739
,,,,-0.0897026505872471
,,,,-0.0906110670432565
,,,,-0.0924789435086891
,,,,-0.0951888578084684
,,,,-0.0986112584774106
,,,,-0.1026087847211761
,,,,-0.107040571548779
,,,,-0.1117664098529549
,,,,-0.1166506451565376
,,,,-0.1215657146210778
,,,,-0.1263952390081547
,,,,-0.1310366040957641
,,,,-0.1354029843919832
,,,,-0.1394247807049256
,,,,-0.1430504618260073
,,,,-0.1462468186587082
,,,,-0.1489986559783233
,,,,-0.1513079621277538
,,,,-0.1531926098822146
,,,,-0.1546846521339342
,,,,-0.1558282839274777
,,,,-0.1566775479060451
,,,,-0.157293863582961
,,,,-0.157743462129081
,,,,-0.1580948077262395
,,,,-0.1584160842371198
,,,,-0.1587728221447062
,,,,-0.1592257352813573
,,,,-0.1598288294468033
,,,,-0.1606278354330835
,,,,-0.1616590075516269
,,,,-0.1629483162040205
,,,,-0.1645110500875674
,,,,-0.1663518306793373
,,,,-0.1684650285660785
,,,,-0.1708355575646494
,,,,-0.1734400083989826
,,,,-0.176248069769069
,,,,-0.1792241722035656
,,,,-0.1823292801988844
,,,,-0.1855227515665307
,,,,-0.1887641802271075
,,,,-0.1920151402756418
,,,,-0.1952407548716322
,,,,-0.1984110226930354
,,,,-0.2015018464320692
