67_54_beat1,67_54_beat2,67_60_beat1,67_84_beat2,67_82_beat3,67_82_beat4,67_56_beat5
0.0767820096098765,-0.0506133629888594,,,,,
0.069685293193849,-0.0531456522691951,,,,,
0.0632977746490903,-0.05519195220072,,,,,
0.057595980974896,-0.0568274710482204,,,,,
0.0525338677770029,-0.0581341758631238,,,,,
0.0480459446916479,-0.059197307136701,,,,,
0.0440509690807493,-0.060101873782635,,,,,
0.0404560770882445,-0.0609292138987158,,,,,
0.0371612138601783,-0.0617537028361087,,,,,
0.0340637215402364,-0.0626396869783935,,,,,
0.0310629437913065,-0.0636387193090517,,,,,
0.0280647083661974,-0.0647871709085137,,,,,
0.0249855541218222,-0.0661042902166944,,,,,
0.0217565755224542,-0.0675907782908582,,,,,
0.0183267660527133,-0.0692279423991686,,,,,
0.0146657522786196,-0.0709774812133114,,,,,
0.0107658229477524,-0.0727819420284467,,,,,
0.0066431728891198,-0.0745658738908163,,,,,
0.0023382998337291,-0.0762376809102326,,,,,
-0.0020844862055326,-0.0776921583066791,,,,,
-0.0065384566747455,-0.078813670703291,,,,,
-0.0109167494313731,-0.0794799083443467,,,,,
-0.0150955030834245,-0.079566132553647,,,,,
-0.0189377675982422,-0.0789497971170762,,,,,
-0.0222980867096903,-0.0775154079192506,,,,,
-0.0250276177579369,-0.0751594601374015,,,,,
-0.0269796276205712,-0.0717952722088873,,,,,
-0.0280151805660165,-0.0673575206792845,,,,,
-0.0280088162677615,-0.0618062721344144,,,,,
,,-0.1488015988724381,0.0129321992874355,-0.1358774035332612,0.0117520017106857,-0.0170933676106332
,,-0.1460760385277064,0.0214302964897973,-0.1366353473993855,0.0143303684607884,-0.013493828482724
,,-0.1428161244884331,0.030849054959219,-0.136855439104139,0.0171725528178992,-0.0094496869087292
,,-0.1390249723569939,0.0411642389502909,-0.1364863394925215,0.0202857749997978,-0.0049945776319571
,,-0.1347175267282415,0.0523267517151209,-0.1354801273314992,0.023670534354499,-0.0001716035748003
,,-0.1299210647563863,0.0642625991969392,-0.1337953035630978,0.0273201053962969,0.0049673240463317
,,-0.1246753331470904,0.0768737537026126,-0.1313997259582223,0.0312202409075855,0.0103624841890412
,,-0.1190322792777604,0.0900399281886971,-0.1282733410830649,0.0353491075523749,0.0159476510687796
,,-0.1130553555667912,0.1036212293353892,-0.1244105818286938,0.0396774699914534,0.0216516592253783
,,-0.1068183965229011,0.1174616142946619,-0.1198223072341633,0.0441691284301508,0.0274001707102959
,,-0.1004040886994417,0.1313930344575651,-0.1145371771980719,0.0487816027674027,0.0331175788634068
,,-0.0939020738604165,0.1452401119294391,-0.108602377493497,0.0534670450960044,0.0387289784263538
,,-0.08740674411331,0.1588251625079734,-0.1020836391134451,0.058173352167438,0.0441621291111887
,,-0.0810148037076259,0.1719733550486744,-0.0950645285235602,0.0628454411474902,0.0493493387435666
,,-0.0748226846561678,0.1845177838211011,-0.0876450196377371,0.0674266456644472,0.0542291929560932
,,-0.0689239113990636,0.1963042300655671,-0.0799393921037881,0.0718601846355861,0.0587480619304556
,,-0.0634065128761665,0.2071954024467764,-0.0720735319781048,0.0760906535287841,0.0628613218704915
,,-0.0583505785916021,0.2170744729203576,-0.0641817384418454,0.0800654866472575,0.066534240390605
,,-0.0538260489503255,0.2258477627430578,-0.0564031622351877,0.0837363399149648,0.0697424907500842
,,-0.0498908199710982,0.2334464799472891,-0.0488780165951306,0.0870603466434112,0.0724722788731208
,,-0.0465892291754,0.2398274608694428,-0.041743709003757,0.0900012038759198,0.0747200875510081
,,-0.0439509737533962,0.2449729203069201,-0.0351310420776891,0.0925300539308671,0.0764920619060775
,,-0.0419904947472066,0.2488892637228519,-0.0291606250129821,0.0946261342795903,0.0778030771753083
,,-0.0407068427720438,0.2516050572882919,-0.0239396239511489,0.096277178301891,0.0786755430127874
,,-0.0400840226202863,0.253168285124178,-0.0195589615556058,0.0974795591445602,0.079138007507409
,,-0.0400917968505663,0.2536430468624642,-0.0160910544252931,0.0982381783817031,0.0792236292024102
,,-0.0406869128458199,0.2531058627542522,-0.0135881533257894,0.0985661101075049,0.0789685870953061
,,-0.0418147042380943,0.2516417589115827,-0.0120813270501229,0.0984840192190685,0.0784104975218863
,,-0.043411006237564,0.2493403030930507,-0.011580107097036,0.0980193797264563,0.0775869036240997
,,-0.045404315395509,0.2462917530388917,-0.0120727878369005,0.0972055247575751,0.0765338982336006
,,-0.0477181178163844,0.2425834659710667,-0.0135273556054354,0.0960805643710601,0.0752849345637593
,,-0.0502733059389232,0.2382967005161233,-0.0158930002873787,0.0946862102786439,0.0738698707426638
,,-0.0529906027916606,0.233503921743211,-0.0191021445832067,0.0930665480818452,0.072314283333731
,,-0.0557929140886662,0.2282666968897463,-0.0230729096263996,0.0912667976283506,0.0706390712176775
,,-0.0586075326031597,0.2226342443827377,-0.0277119215073023,0.08933210056893,0.0688603549792236
,,-0.0613681257840999,0.2166426727022239,-0.0329173524027805,0.0873063711718432,0.0669896595554518
,,-0.0640164462714097,0.210314919124056,-0.0385820834053203,0.0852312420843576,0.0650343510254511
,,-0.0665037154110181,0.2036613719864778,-0.0445968746637723,0.0831451313382644,0.0629982835121194
,,-0.0687916416381915,0.1966811345781258,-0.0508534325258596,0.0810824509234798,0.0608826002850615
,,-0.070853048308109,0.1893638651743666,-0.057247272769762,0.0790729711882876,0.0586866250206089
,,-0.0726720988751972,0.1816921076276048,-0.0636802927393867,0.0771413495715662,0.0564087752626217
,,-0.0742441209007403,0.1736440117352769,-0.0700629817700819,0.0753068269509611,0.0540474307206365
,,-0.0755750437592744,0.1651963334894798,-0.0763162172787529,0.0735830902394865,0.0516016942909985
,,-0.0766804775884436,0.1563276027113573,-0.0823726123325731,0.0719782957448782,0.0490719935895105
,,-0.0775844724250519,0.1470213491004368,-0.0881773988053147,0.0704952442128083,0.0464604850190679
,,-0.0783180061003737,0.1372692860885583,-0.0936888477446608,0.0691316954406902,0.0437712400778445
,,-0.0789172569954359,0.1270743630115817,-0.0988782444729638,0.0678808079005449,0.0410102132380931
,,-0.079421723035524,0.1164536075649004,-0.1037294494387779,0.0667316869372375,0.0381850104383147
,,-0.079872251353382,0.1054406900491835,-0.1082380865217594,0.0656700237768338,0.0353044951543852
,,-0.0803090440152059,0.0940881468533132,-0.1124104084346879,0.0646788067376115,0.0323782833441309
,,-0.0807697042809878,0.0824692019039269,-0.1162618943952972,0.0637390856092882,0.0294161876453642
,,-0.0812873852576647,0.0706791211551267,-0.1198156386449796,0.062830770075938,0.0264276739038495
,,-0.0818890987032519,0.0588360274718063,-0.1231005897516038,0.0619334432618232,0.0234213891274424
,,-0.082594236407355,0.047081093668565,-0.1261496999576347,0.0610271719606644,0.0204048098812579
,,-0.0834133503108779,0.0355780230708533,-0.1289980413217318,0.0600932958132489,0.0173840452625988
,,-0.084347230641194,0.0245117229328933,-0.1316809415025994,0.0591151785037182,0.0143638109372538
,,-0.0853863140934543,0.0140860791770496,-0.1342321872832558,0.058078904820783,0.0113475727884652
,,-0.0865104466473026,0.0045207537147968,-0.1366823388174915,0.0569739081009829,0.0083378429348734
,,-0.0876890179473297,-0.0039530495284224,-0.1390571925104213,0.0557935130993592,0.0053365989721024
,,-0.088881476038176,-0.0110978647779525,-0.1413764257400867,0.0545353796956253,0.0023457902383821
,,-0.0900382222165452,-0.0166762516144241,-0.1436524524852843,0.0532018331010489,-0.0006321071463511
,,-0.0911018754755876,-0.0204579820496952,-0.1458895154291324,0.0518000665972923,-0.0035935225475841
,,-0.0920088843635855,-0.0222279420522351,-0.1480830372233028,0.050342203637821,-0.006533241840409
,,-0.0926914512831005,-0.0217944802309151,-0.1502192511345226,0.0488452077159722,-0.0094439037924683
,,-0.0930797208269655,-0.018997860095821,-0.1522751288456974,0.0473306310624419,-0.0123155651076703
,,-0.0931041703956431,-0.0137184122790834,-0.1542186200869569,0.0458241971959937,-0.0151353562720683
,,-0.0926981288999369,-0.0058839495449407,-0.1560092142377172,0.0443552176065149,-0.0178872506545832
,,-0.0918003387033045,0.0045239921886503,-0.1575988274702155,0.0429558491005458,-0.020551969594452
,,-0.0903574679686873,0.0174654864984803,-0.1589330102550032,0.0416602051081923,-0.0231070447392755
,,-0.0883264760353513,0.03283945153668,-0.1599524594518174,0.0405033410630603,-0.025527054391902
,,-0.0856767339894569,0.0504830195538683,-0.1605948074193464,0.0395201404472265,-0.0277840427238334
,,-0.0823918066424173,0.0701731613189731,-0.1607966483790156,0.0387441339488952,-0.0298481201946401
,,-0.0784708109359126,0.0916305705679492,-0.1604957504136367,0.0382062891652365,-0.0316882320022514
,,-0.0739292793834156,0.1145257031053707,-0.1596333906253523,0.0379338121748368,-0.0332730706353451
,,-0.0687994753350425,0.1384867650747336,-0.1581567416875724,0.037949004880335,-0.0345720997792883
