65_45_beat1,65_44_beat2,65_62_beat3,65_62_beat4
0.051966117820311,0.0367005922799743,0.0568088890342965,0.0347155661218513
0.0498324826494559,0.0360724092948503,0.0518063411100518,0.0304662938143484
0.047797743677153,0.0354912253390159,0.0467308896407058,0.0266756992065891
0.0458669705377305,0.034952029711774,0.0416719774326639,0.0233688653952899
0.0440403005860349,0.0344481255688411,0.0367091606999047,0.0205570844276869
0.0423136082682033,0.0339714652422171,0.0319106876610261,0.0182391163575741
0.0406792718729503,0.0335130001798034,0.0273325608303345,0.0164026653442623
0.0391269972694753,0.0330630365547831,0.0230180748092101,0.0150259899537059
0.0376446596677231,0.0326115883878946,0.0189978018730288,0.0140795704632432
0.0362191275999145,0.0321487208837663,0.015289982042267,0.0135277653124001
0.0348370378519928,0.0316648775117798,0.0119012632381091,0.0133304004134282
0.0334854955022535,0.0311511850869242,0.0088277305021616,0.0134442474691301
0.0321526790036773,0.0305997316672629,0.0060561605569491,0.0138243596404924
0.0308283358933846,0.0300038124716787,0.0035654384123719,0.0144252440720344
0.0295041599872728,0.0293581392978619,0.0013280754161355,0.015201860477791
0.0281740458356812,0.0286590091921044,-0.0006882278328974,0.0161104431000141
0.0268342208767603,0.0279044284830681,-0.002519025843598,0.0171091499830686
0.0254832601357764,0.0270941887941929,-0.0042016276335784,0.0181585489237762
0.024121992329315,0.0262298923139101,-0.0057736944614054,0.0192219540940964
0.022753309574669,0.0253149244422157,-0.0072719739113816,0.020265631695853
0.0213818953074717,0.0243543729717062,-0.0087312017656971,0.0212588974580784
0.0200138863083585,0.0233548942483018,-0.0101831951834198,0.02217413323275
0.0186564848992409,0.0223245283571061,-0.0116561518608362,0.0229867537398014
0.0173175365102942,0.0212724673331944,-0.0131741606171957,0.0236751566952891
0.0160050862337485,0.0202087826533859,-0.0147569198457869,0.0242206892953417
0.0147269261011195,0.019144120646956,-0.0164196521642222,0.0246076609801516
0.013490143141437,0.0180893767127156,-0.0181731969648055,0.0248234267573144
0.012300677312585,0.0170553610853877,-0.0200242576820805,0.0248585576296579
0.011162898594794,0.0160524701371688,-0.0219757773877499,0.0247071054369385
0.0100792140943834,0.015090377655573,-0.0240274144620121,0.0243669592396197
0.0090497187038117,0.0141777600861126,-0.0261760891264598,0.0238402797651313
0.0080719060545013,0.0133220683396961,-0.0284165711702194,0.0231339879316874
0.0071404593065845,0.0125293565042967,-0.0307420791120635,0.0222602736755223
0.0062471429045819,0.01180417479365,-0.03314486147742,0.0212370829699273
0.0053808161668084,0.0111495304983057,-0.0356167322005107,0.0200885348032511
0.0045275871056776,0.0105669168394002,-0.0381495348145314,0.0188452165659063
0.0036711200786314,0.0100564057599136,-0.0407355144170819,0.0175443060558566
0.0027931039095021,0.0096167970571445,-0.0433675824863614,0.0162294711595547
0.0018738785059705,0.0092458129868176,-0.0460394671068852,0.0149505041123516
0.0008932085434056,0.0089403246173404,-0.0487457492127051,0.0137626560029577
-0.000168816588856,0.0086965938914948,-0.051481793090854,0.0127256487682079
-0.0013307858840304,0.008510513771361,-0.0542435858702551,0.0119023561680179
-0.0026089092558545,0.0083778282680815,-0.0570275057347609,0.0113571618626837
-0.004015941327128,0.0082943148323396,-0.0598300421451828,0.0111540213283098
-0.0055601319566197,0.0082559136550845,-0.0626474935485049,0.0113542743914984
-0.0072442510367906,0.0082587919197997,-0.0654756689770148,0.0120142759168569
-0.0090647356013,0.0082993358132603,-0.068309619613013,0.0131829326219666
-0.011011006233318,0.0083740688379472,-0.0711434248040593,0.014899252600069
-0.0130649970487257,0.0084795012561951,-0.0739700541550207,0.017190028759
-0.0152009389832701,0.0086119218432479,-0.0767813231798816,0.0200677855646417
-0.0173854295347921,0.0087671489967997,-0.0795679545088221,0.0235291181037559
-0.0195778132642793,0.0089402630823147,-0.082319749785761,0.0275535424712471
-0.0217308861107421,0.0091253451728659,-0.0850258693717628,0.0321029569479273
