50_59_beat1,50_59_beat2,50_59_beat3,50_59_beat4,50_59_beat5,50_59_beat6,50_32_beat7,50_32_beat8,50_32_beat9,50_32_beat10
-0.1437147852220562,0.3513119391319895,0.2519053043402247,0.0024336889024837,-0.1653601500913747,0.1247702991334722,-0.0505150979643794,-0.0216732198968767,0.0553338079001769,0.0802018848533021
-0.1089359256359333,0.3681979446311846,0.2799972367879846,0.0238610657491483,-0.1436350893119657,0.1632801378551517,-0.0212574597628445,0.0060542619771731,0.0833131348747892,0.1046372714425981
-0.0720784607617657,0.3845973231501192,0.3070936824362726,0.0435357032565203,-0.1199113548207112,0.2000103804305745,0.0094112802106022,0.0335169838913919,0.1091055673025017,0.1285275701461848
-0.0338532243645121,0.4002987180837588,0.3325217887234751,0.0610286794276413,-0.0947008152387998,0.2342237990161749,0.0409247020531499,0.0601091864050127,0.1321730463972345,0.1514276360057483
0.0049651993036411,0.4151021724895781,0.3556430217671634,0.0759680230229835,-0.068577883858965,0.2652192930563529,0.0726744136891347,0.085231308110502,0.1520373331712714,0.1729107831628885
0.043553155751565,0.4288208111482378,0.3758706363932497,0.0880483103534914,-0.0421629080193989,0.2923521769596577,0.1040251841998396,0.1083074728321616,0.1682943917900012,0.1925799615763472
0.0810552675943174,0.4412815925825327,0.3926853729620325,0.0970378708276088,-0.0161029381058642,0.3150532718008304,0.1343320804854433,0.1288028069225102,0.1806261496349856,0.2100783421950824
0.116604065137894,0.4523253153019962,0.4056487821892337,0.102783347149295,0.0089492092824331,0.3328458967746736,0.1629588630007831,0.146239739790756,0.1888090939708669,0.2250988088001183
0.1493413410918211,0.4618061157018964,0.4144137027796626,0.1052115093102192,0.0323565723529817,0.3453599516236105,0.1892967912502989,0.160212486283597,0.1927193587552876,0.2373919096758602
0.1784405180280767,0.4695907220439908,0.4187315632655875,0.1043283728844501,0.0535192909026967,0.3523424325465614,0.2127829436115129,0.1703990117418481,0.1923341659816713,0.2467719038891762
0.2031292038308602,0.4755577313914904,0.4184563383672099,0.1002158109791858,0.0718944559166474,0.3536639189310754,0.2329171724585615,0.1765699300154299,0.1877296944547944,0.2531206400363628
0.2227110492298029,0.4795971567789117,0.4135451507888595,0.0930259670933385,0.0870136420204543,0.3493207906720008,0.249276892136726,0.1785939681630917,0.1790756384786166,0.2563891229513255
0.2365860213100936,0.4816104533787619,0.4040556619187941,0.0829738670956909,0.0984973625007965,0.3394331681100637,0.2615290265302469,0.1764398333643231,0.1666268786869264,0.2565967478972416
0.2442682686779268,0.4815111786133171,0.3901405313832326,0.0703286890562509,0.1060658877078757,0.3242387914488846,0.2694386130666216,0.1701745214821692,0.150712810945098,0.2538283036229005
0.2454008680420226,0.4792263761285906,0.3720393397021863,0.0554041785569475,0.1095460926131891,0.3040832585139638,0.2728737565754582,0.1599582978773537,0.1317249632088807,0.2482289572031564
0.2397668893352685,0.4746987017401909,0.3500684560685506,0.038548695050653,0.1088742303624966,0.2794072062054666,0.2718068338357826,0.1460367474477815,0.1101035725810089,0.2399975278321337
0.2272963764738952,0.46788923559539,0.3246093917258202,0.0201353440480142,0.1040947495067451,0.2507311430750625,0.2663120525898074,0.128730423485054,0.0863237957584799,0.2293784284336612
0.2080689995813243,0.4587808537758384,0.2960962072001527,0.0005525940541335,0.0953554693481202,0.2186387143905047,0.2565596537638073,0.1084227176506795,0.0608821880405945,0.2166526998009044
0.1823122871799361,0.4473819693824494,0.2650025388952423,-0.0198042987589066,0.082899589841253,0.1837592077391647,0.2428072020579587,0.0855466229136442,0.0342840135832817,0.2021285807563871
0.150395493538607,0.4337304027748883,0.2318287789467852,-0.0405408251966196,0.0670551327530889,0.1467500893510515,0.2253885307768376,0.0605710674750146,0.0070318488238582,0.1861320502057614
0.1128192969318473,0.4178971079369484,0.1970898848156937,-0.0612695816618136,0.0482224859166255,0.108280301503333,0.2047009877659953,0.033987463222789,-0.0203841806001228,0.1689977450379786
0.0702016569728395,0.3999894714406743,0.1613042161541719,-0.0816154158835564,0.0268607519988607,0.0690149533129613,0.1811916691005687,0.0062970419954174,-0.0474943232004911,0.1510606047837863
0.0232602806701717,0.3801539156130459,0.124983701314452,-0.1012194157863378,0.0034735891915962,0.0296019075064194,0.1553433260776024,-0.0220005467886905,-0.0738552168225634,0.1326485240481363
-0.027207744598241,0.3585775783589454,0.0886255305169176,-0.1197418789655698,-0.0214048222452963,-0.009339386243617,0.1276605911514361,-0.0504170254114261,-0.0990540601222414,0.1140762122369276
-0.0803484984256226,0.3354889024553292,0.0527054634986793,-0.1368644651081463,-0.0472231403303652,-0.0472266241968351,0.0986570937798773,-0.0784834479910045,-0.1227111246294631,0.0956403727570423
-0.1352752222227619,0.3111570344402662,0.0176727327931315,-0.1522917780040672,-0.0734251131652993,-0.0835209241190342,0.0688439337040012,-0.1057562558904337,-0.1444808911925622,0.0776162262878341
-0.1910929641299504,0.285889993773497,-0.0160535741445643,-0.1657526450858968,-0.0994604146179116,-0.1177307739679829,0.0387198543861161,-0.1318214888213084,-0.1640521680168224,0.0602553199599341
-0.2469230292266226,0.2600316184621394,-0.0480868542632042,-0.1770013600377109,-0.1247938906792856,-0.1494139195817427,0.0087633216048008,-0.1562973348628018,-0.1811475910711988,0.0437844907080611
-0.3019263636264215,0.2339573229579973,-0.078074314421028,-0.1858191288650038,-0.148913175094496,-0.178177566839622,-0.0205734294266537,-0.1788353047051323,-0.1955229193529126,0.028405790382752
-0.3553250000842072,0.2080687217167059,-0.105697589746581,-0.192015914109714,-0.171334753972089,-0.2036773514919773,-0.0488684516265218,-0.1991203910518741,-0.2069665168553635,0.0142971354518758
-0.4064207240580879,0.1827871827974615,-0.1306729788112137,-0.1954328088659031,-0.1916086623507265,-0.2256155719331817,-0.0757324447342063,-0.2168706193274232,-0.2152993613022921,0.0016134175491183
-0.4546101909572107,0.158546385617876,-0.1527516113773767,-0.1959449960052809,-0.2093220749993868,-0.2437391852659016,-0.1008097141564334,-0.2318364083759264,-0.220375840252803,-0.0095121961161187
-0.4993958471320976,0.1357839699601427,-0.1717198316060911,-0.1934652633090695,-0.224102104511092,-0.2578380357115823,-0.1237781048643607,-0.2438001392768378,-0.2220854935916336,-0.0189670314887998
-0.5403921877607429,0.1149323826853868,-0.1874000242554024,-0.1879479572386921,-0.235618139771224,-0.2677437190943209,-0.1443483298061767,-0.2525762783568696,-0.2203557445710252,-0.0266579744755512
-0.5773271252727159,0.0964090558198858,-0.1996520369071764,-0.1793931725264145,-0.2435840472107168,-0.2733293918804803,-0.1622631230443866,-0.2580123205209952,-0.2151555371269987,-0.0325110185592735
-0.6100385265154196,0.0806060845674946,-0.2083752620112817,-0.167850897769672,-0.2477605178653895,-0.2745107139321535,-0.1772966246050567,-0.2599907164001081,-0.2064996734375551,-0.0364714163647262
